book_id,book_avg_rating,book_ratings_count,book_popularity
84,3.81,100,0.8825813953488372
85,4.26,100,0.9269833887043188
86,3.8,100,0.881594684385382
87,4.33,100,0.9338903654485049
88,3.81,100,0.8825813953488372
89,4.36,100,0.9368504983388704
90,4.01,100,0.9023156146179401
91,3.41,100,0.8431129568106311
92,3.96,100,0.8973820598006644
93,4.11,100,0.9121827242524917
94,4.01,100,0.9023156146179401
95,3.76,100,0.8776478405315613
96,2.85,100,0.7878571428571428
97,3.97,100,0.8983687707641195
98,4.11,100,0.9121827242524917
99,2.99,100,0.8016710963455149
100,4.01,100,0.9023156146179401
101,3.95,100,0.8963953488372093
102,4.21,100,0.9220498338870431
103,4.14,100,0.915142857142857
104,3.64,100,0.8658073089700996
105,3.14,100,0.8164717607973422
106,3.98,100,0.8993554817275746
107,3.34,100,0.8362059800664451
108,3.04,100,0.8066046511627907
109,4.02,100,0.9033023255813952
110,4.25,100,0.9259966777408637
111,3.57,100,0.8589003322259136
112,4.08,100,0.9092225913621262
113,3.89,100,0.8904750830564784
114,3.75,100,0.8766611295681063
115,3.91,100,0.8924485049833887
116,3.75,100,0.8766611295681063
117,4.15,100,0.9161295681063123
118,4.01,100,0.9023156146179401
119,3.87,100,0.8885016611295681
120,3.35,100,0.8371926910299002
121,3.75,100,0.8766611295681063
122,3.46,100,0.8480465116279069
123,3.6,100,0.861860465116279
124,3.82,100,0.8835681063122922
125,4.07,100,0.9082358803986711
126,3.93,100,0.894421926910299
127,3.77,100,0.8786345514950166
128,4.06,100,0.9072491694352158
129,4.24,100,0.9250099667774085
130,3.59,100,0.8608737541528239
131,3.89,100,0.8904750830564784
132,3.5,100,0.8519933554817275
133,3.96,100,0.8973820598006644
134,3.64,100,0.8658073089700996
135,4.35,100,0.9358637873754152
136,3.58,100,0.8598870431893687
137,3.97,100,0.8983687707641195
138,3.43,100,0.8450863787375416
139,3.64,100,0.8658073089700996
140,4.16,100,0.9171162790697674
141,4.32,100,0.9329036544850497
142,4.24,100,0.9250099667774085
143,4.4,100,0.940797342192691
144,4.44,100,0.9447441860465116
145,3.44,100,0.8460730897009966
146,3.91,100,0.8924485049833887
147,3.93,100,0.894421926910299
148,3.57,100,0.8589003322259136
149,3.89,100,0.8904750830564784
150,3.99,100,0.9003421926910299
151,3.72,100,0.8737009966777408
152,3.15,100,0.8174584717607973
153,3.69,100,0.8707408637873754
154,4.0,100,0.901328903654485
155,4.1,100,0.9111960132890364
156,3.14,100,0.8164717607973422
157,4.25,100,0.9259966777408637
158,3.87,100,0.8885016611295681
159,3.8,100,0.881594684385382
160,3.64,100,0.8658073089700996
161,4.15,100,0.9161295681063123
162,3.92,100,0.8934352159468437
163,4.04,100,0.9052757475083056
164,3.99,100,0.9003421926910299
165,3.98,100,0.8993554817275746
166,3.42,100,0.8440996677740863
167,3.84,100,0.8855415282392026
168,4.33,100,0.9338903654485049
169,3.51,100,0.8529800664451826
170,3.41,100,0.8431129568106311
171,4.02,100,0.9033023255813952
172,3.9,100,0.8914617940199335
173,3.62,100,0.8638338870431893
174,3.11,100,0.8135116279069767
175,3.85,100,0.8865282392026578
176,3.97,100,0.8983687707641195
177,3.88,100,0.8894883720930231
178,3.76,100,0.8776478405315613
179,3.96,100,0.8973820598006644
180,3.91,100,0.8924485049833887
181,4.16,100,0.9171162790697674
182,3.31,100,0.8332458471760797
183,3.67,100,0.8687674418604651
184,4.16,100,0.9171162790697674
185,3.91,100,0.8924485049833887
186,3.57,100,0.8589003322259136
187,3.53,100,0.854953488372093
188,4.13,100,0.9141561461794019
189,4.28,100,0.9289568106312293
190,3.96,100,0.8973820598006644
191,4.16,100,0.9171162790697674
192,4.56,100,0.9565847176079734
193,3.81,100,0.8825813953488372
194,3.24,100,0.8263388704318937
195,4.17,100,0.9181029900332225
196,3.99,100,0.9003421926910299
197,3.6,100,0.861860465116279
198,4.11,100,0.9121827242524917
199,3.88,100,0.8894883720930231
200,4.03,100,0.9042890365448505
201,3.13,100,0.815485049833887
202,3.21,100,0.8233787375415281
203,3.47,100,0.849033222591362
204,3.9,100,0.8914617940199335
205,3.75,100,0.8766611295681063
206,3.59,100,0.8608737541528239
207,3.94,100,0.895408637873754
208,4.12,100,0.9131694352159467
209,3.82,100,0.8835681063122922
210,3.56,100,0.8579136212624584
211,3.82,100,0.8835681063122922
212,3.61,100,0.8628471760797342
213,3.66,100,0.8677807308970099
214,3.71,100,0.8727142857142857
215,4.15,100,0.9161295681063123
216,4.05,100,0.9062624584717608
217,3.93,100,0.894421926910299
218,3.45,100,0.8470598006644519
219,4.18,100,0.9190897009966776
220,3.68,100,0.8697541528239202
221,3.65,100,0.8667940199335548
222,3.94,100,0.895408637873754
223,3.58,100,0.8598870431893687
224,3.13,100,0.815485049833887
225,4.2,100,0.921063122923588
226,3.68,100,0.8697541528239202
227,3.65,100,0.8667940199335548
228,3.16,100,0.8184451827242525
229,3.99,100,0.9003421926910299
230,3.94,100,0.895408637873754
231,3.98,100,0.8993554817275746
232,3.96,100,0.8973820598006644
233,3.88,100,0.8894883720930231
234,3.94,100,0.895408637873754
235,3.75,100,0.8766611295681063
236,4.03,100,0.9042890365448505
237,3.73,100,0.874687707641196
238,3.51,100,0.8529800664451826
239,3.78,100,0.8796212624584717
240,3.44,100,0.8460730897009966
241,4.0,100,0.901328903654485
242,3.68,100,0.8697541528239202
243,3.88,100,0.8894883720930231
244,3.64,100,0.8658073089700996
245,3.97,100,0.8983687707641195
246,3.24,100,0.8263388704318937
247,3.42,100,0.8440996677740863
248,3.95,100,0.8963953488372093
249,3.76,100,0.8776478405315613
250,4.29,100,0.9299435215946843
251,4.11,100,0.9121827242524917
252,3.98,100,0.8993554817275746
253,3.81,100,0.8825813953488372
254,3.19,100,0.8214053156146179
255,3.47,100,0.849033222591362
256,3.45,100,0.8470598006644519
257,3.87,100,0.8885016611295681
258,4.12,100,0.9131694352159467
259,3.36,100,0.8381794019933554
260,3.59,100,0.8608737541528239
261,3.56,100,0.8579136212624584
262,3.91,100,0.8924485049833887
263,4.07,100,0.9082358803986711
264,3.71,100,0.8727142857142857
265,4.32,100,0.9329036544850497
266,3.66,100,0.8677807308970099
267,4.46,100,0.9467176079734219
268,3.61,100,0.8628471760797342
269,3.71,100,0.8727142857142857
270,4.17,100,0.9181029900332225
271,3.99,100,0.9003421926910299
272,4.06,100,0.9072491694352158
273,3.77,100,0.8786345514950166
274,4.03,100,0.9042890365448505
275,3.71,100,0.8727142857142857
276,3.94,100,0.895408637873754
277,3.92,100,0.8934352159468437
278,4.42,100,0.9427707641196013
279,3.61,100,0.8628471760797342
280,3.6,100,0.861860465116279
281,3.69,100,0.8707408637873754
282,4.01,100,0.9023156146179401
283,4.04,100,0.9052757475083056
284,3.5,100,0.8519933554817275
285,3.79,100,0.8806079734219269
286,3.49,100,0.8510066445182725
287,3.6,100,0.861860465116279
288,3.91,100,0.8924485049833887
289,3.94,100,0.895408637873754
290,3.68,100,0.8697541528239202
291,4.18,100,0.9190897009966776
292,3.95,100,0.8963953488372093
293,3.72,100,0.8737009966777408
294,4.0,100,0.901328903654485
295,4.2,100,0.921063122923588
296,4.27,100,0.927970099667774
297,4.03,100,0.9042890365448505
298,3.66,100,0.8677807308970099
299,3.5,100,0.8519933554817275
300,4.11,100,0.9121827242524917
301,3.34,100,0.8362059800664451
302,3.7,100,0.8717275747508305
303,2.88,100,0.7908172757475083
304,3.83,100,0.8845548172757475
305,3.54,100,0.8559401993355481
306,3.62,100,0.8638338870431893
307,4.49,100,0.9496777408637873
308,3.48,100,0.8500199335548172
309,3.53,100,0.854953488372093
310,3.3,100,0.8322591362126245
311,3.98,100,0.8993554817275746
312,4.07,100,0.9082358803986711
313,3.89,100,0.8904750830564784
314,3.69,100,0.8707408637873754
315,3.32,100,0.8342325581395348
316,4.1,100,0.9111960132890364
317,4.16,100,0.9171162790697674
318,4.01,100,0.9023156146179401
319,3.7,100,0.8717275747508305
320,3.93,100,0.894421926910299
321,3.86,100,0.8875149501661129
322,4.12,100,0.9131694352159467
323,3.68,100,0.8697541528239202
324,4.0,100,0.901328903654485
325,4.29,100,0.9299435215946843
326,3.51,100,0.8529800664451826
327,3.86,100,0.8875149501661129
328,3.72,100,0.8737009966777408
329,3.92,100,0.8934352159468437
330,3.99,100,0.9003421926910299
331,3.52,100,0.8539667774086378
332,3.83,100,0.8845548172757475
333,4.02,100,0.9033023255813952
334,3.82,100,0.8835681063122922
335,4.02,100,0.9033023255813952
336,3.75,100,0.8766611295681063
337,4.03,100,0.9042890365448505
338,3.58,100,0.8598870431893687
339,4.12,100,0.9131694352159467
340,3.63,100,0.8648205980066445
341,3.69,100,0.8707408637873754
342,3.15,100,0.8174584717607973
343,3.63,100,0.8648205980066445
344,4.1,100,0.9111960132890364
345,3.37,100,0.8391661129568107
346,4.01,100,0.9023156146179401
347,3.85,100,0.8865282392026578
348,3.53,100,0.854953488372093
349,3.85,100,0.8865282392026578
350,3.73,100,0.874687707641196
351,4.06,100,0.9072491694352158
352,3.62,100,0.8638338870431893
353,3.87,100,0.8885016611295681
354,3.58,100,0.8598870431893687
355,3.89,100,0.8904750830564784
356,3.7,100,0.8717275747508305
357,3.66,100,0.8677807308970099
358,4.17,100,0.9181029900332225
359,4.14,100,0.915142857142857
360,3.94,100,0.895408637873754
361,3.75,100,0.8766611295681063
362,3.95,100,0.8963953488372093
363,3.94,100,0.895408637873754
364,4.21,100,0.9220498338870431
365,4.28,100,0.9289568106312293
366,4.2,100,0.921063122923588
367,3.9,100,0.8914617940199335
368,3.88,100,0.8894883720930231
369,3.63,100,0.8648205980066445
370,3.59,100,0.8608737541528239
371,3.73,100,0.874687707641196
372,4.01,100,0.9023156146179401
373,4.15,100,0.9161295681063123
374,4.04,100,0.9052757475083056
375,3.67,100,0.8687674418604651
376,3.29,100,0.8312724252491694
377,3.99,100,0.9003421926910299
378,3.91,100,0.8924485049833887
379,3.61,100,0.8628471760797342
380,3.87,100,0.8885016611295681
381,3.69,100,0.8707408637873754
382,3.68,100,0.8697541528239202
383,3.34,100,0.8362059800664451
384,3.7755102040816326,98,0.8650368352314246
385,3.91,100,0.8924485049833887
386,3.98,100,0.8993554817275746
387,3.51,100,0.8529800664451826
388,3.71,100,0.8727142857142857
389,4.1,100,0.9111960132890364
390,3.59,100,0.8608737541528239
391,4.17,100,0.9181029900332225
392,3.42,100,0.8440996677740863
393,3.98,100,0.8993554817275746
394,3.938775510204082,98,0.8811464019817128
395,3.76,100,0.8776478405315613
396,3.92,100,0.8934352159468437
397,3.54,100,0.8559401993355481
398,3.75,100,0.8766611295681063
399,3.55,100,0.8569269102990033
400,3.71,100,0.8727142857142857
401,3.63,100,0.8648205980066445
402,4.18,100,0.9190897009966776
403,3.85,100,0.8865282392026578
404,3.89,100,0.8904750830564784
405,3.91,100,0.8924485049833887
406,3.79,100,0.8806079734219269
407,3.96,100,0.8973820598006644
408,3.96,100,0.8973820598006644
409,4.25,100,0.9259966777408637
410,3.6,100,0.861860465116279
411,3.31,100,0.8332458471760797
412,4.01,100,0.9023156146179401
413,3.9,100,0.8914617940199335
414,3.63,100,0.8648205980066445
415,3.22,100,0.8243654485049834
416,4.04,100,0.9052757475083056
417,3.81,100,0.8825813953488372
418,3.84,100,0.8855415282392026
419,3.857142857142857,91,0.8235966691116192
420,3.11,100,0.8135116279069767
421,3.69,100,0.8707408637873754
422,4.45,100,0.9457308970099667
423,3.51,100,0.8529800664451826
424,3.72,100,0.8737009966777408
425,3.53,100,0.854953488372093
426,3.77,100,0.8786345514950166
427,4.0,100,0.901328903654485
428,3.96,100,0.8973820598006644
429,3.8,100,0.881594684385382
430,4.07,100,0.9082358803986711
431,3.95,100,0.8963953488372093
432,4.14,100,0.915142857142857
433,3.8,100,0.881594684385382
434,3.48,100,0.8500199335548172
435,3.57,100,0.8589003322259136
436,3.77,100,0.8786345514950166
437,4.03,100,0.9042890365448505
438,3.8,100,0.881594684385382
439,3.9,100,0.8914617940199335
440,3.96,100,0.8973820598006644
441,3.81,100,0.8825813953488372
442,4.03,100,0.9042890365448505
443,3.82,100,0.8835681063122922
444,4.37,100,0.9378372093023255
445,3.72,100,0.8737009966777408
446,4.19,100,0.9200764119601329
447,3.46,100,0.8480465116279069
448,3.34,100,0.8362059800664451
449,3.46,100,0.8480465116279069
450,3.72,100,0.8737009966777408
451,3.55,100,0.8569269102990033
452,3.86,100,0.8875149501661129
453,3.62,100,0.8638338870431893
454,3.93,100,0.894421926910299
455,3.38,100,0.8401528239202657
456,4.09,100,0.9102093023255813
457,3.6,100,0.861860465116279
458,4.07,100,0.9082358803986711
459,4.22,100,0.9230365448504982
460,4.16,100,0.9171162790697674
461,3.84,100,0.8855415282392026
462,4.02,100,0.9033023255813952
463,3.99,100,0.9003421926910299
464,4.0,100,0.901328903654485
465,3.55,100,0.8569269102990033
466,4.39,100,0.9398106312292358
467,3.77,100,0.8786345514950166
468,3.85,100,0.8865282392026578
469,3.58,100,0.8598870431893687
470,3.99,100,0.9003421926910299
471,3.84,100,0.8855415282392026
472,4.39,100,0.9398106312292358
473,3.6,100,0.861860465116279
474,3.94,100,0.895408637873754
475,3.74,100,0.8756744186046511
476,4.05,100,0.9062624584717608
477,3.69,100,0.8707408637873754
478,3.55,100,0.8569269102990033
479,3.63,100,0.8648205980066445
480,3.83,100,0.8845548172757475
481,3.87,100,0.8885016611295681
482,4.12,100,0.9131694352159467
483,3.97,100,0.8983687707641195
484,3.41,100,0.8431129568106311
485,3.79,100,0.8806079734219269
486,3.66,100,0.8677807308970099
487,3.73,100,0.874687707641196
488,4.23,100,0.9240232558139535
489,3.94,100,0.895408637873754
490,4.39,100,0.9398106312292358
491,3.33,100,0.83521926910299
492,3.83,100,0.8845548172757475
493,4.19,100,0.9200764119601329
494,3.84,100,0.8855415282392026
495,3.64,100,0.8658073089700996
496,3.79,100,0.8806079734219269
497,3.94,100,0.895408637873754
498,3.85,100,0.8865282392026578
499,3.37,100,0.8391661129568107
500,3.59,100,0.8608737541528239
501,3.41,100,0.8431129568106311
502,4.15,100,0.9161295681063123
503,3.84,100,0.8855415282392026
504,4.0,100,0.901328903654485
505,2.92,100,0.7947641196013289
506,3.6,100,0.861860465116279
507,4.24,100,0.9250099667774085
508,3.72,100,0.8737009966777408
509,3.27,100,0.8292990033222591
510,3.89,100,0.8904750830564784
511,3.8,100,0.881594684385382
512,4.27,100,0.927970099667774
513,4.19,100,0.9200764119601329
514,4.12,100,0.9131694352159467
515,4.05,100,0.9062624584717608
516,3.95,100,0.8963953488372093
517,3.6,100,0.861860465116279
518,3.89,100,0.8904750830564784
519,3.4,100,0.842126245847176
520,3.96,100,0.8973820598006644
521,3.75,100,0.8766611295681063
522,3.74,100,0.8756744186046511
523,4.17,100,0.9181029900332225
524,4.15,100,0.9161295681063123
525,3.91,100,0.8924485049833887
526,3.69,100,0.8707408637873754
527,3.45,100,0.8470598006644519
528,3.96,100,0.8973820598006644
529,3.48,100,0.8500199335548172
530,3.99,100,0.9003421926910299
531,3.23,100,0.8253521594684385
532,4.34,100,0.93487707641196
533,3.21,100,0.8233787375415281
534,3.92,100,0.8934352159468437
535,3.82,100,0.8835681063122922
536,3.8,100,0.881594684385382
537,3.84,100,0.8855415282392026
538,3.68,100,0.8697541528239202
539,3.86,100,0.8875149501661129
540,4.09,100,0.9102093023255813
541,3.91,100,0.8924485049833887
542,3.76,100,0.8776478405315613
543,4.06,100,0.9072491694352158
544,4.27,100,0.927970099667774
545,4.11,100,0.9121827242524917
546,3.63,100,0.8648205980066445
547,3.59,100,0.8608737541528239
548,3.36,100,0.8381794019933554
549,4.05,100,0.9062624584717608
550,3.97,100,0.8983687707641195
551,3.8,100,0.881594684385382
552,3.56,100,0.8579136212624584
553,3.68,100,0.8697541528239202
554,4.03,100,0.9042890365448505
555,4.26,100,0.9269833887043188
556,3.21,100,0.8233787375415281
557,3.61,100,0.8628471760797342
558,3.59,100,0.8608737541528239
559,3.61,100,0.8628471760797342
560,3.6,100,0.861860465116279
561,3.98,100,0.8993554817275746
562,4.51,100,0.9516511627906976
563,3.59,100,0.8608737541528239
564,3.92,100,0.8934352159468437
565,4.06,100,0.9072491694352158
566,3.43,100,0.8450863787375416
567,3.84,100,0.8855415282392026
568,4.29,100,0.9299435215946843
569,3.67,100,0.8687674418604651
570,3.83,100,0.8845548172757475
571,3.59,100,0.8608737541528239
572,3.81,100,0.8825813953488372
573,3.25,100,0.8273255813953488
574,3.81,100,0.8825813953488372
575,3.61,100,0.8628471760797342
576,3.6,100,0.861860465116279
577,3.84,100,0.8855415282392026
578,3.34,100,0.8362059800664451
579,4.03,100,0.9042890365448505
580,4.03030303030303,99,0.8972482298063693
581,4.05,100,0.9062624584717608
582,3.34,100,0.8362059800664451
583,3.65,100,0.8667940199335548
584,3.49,100,0.8510066445182725
585,4.19,100,0.9200764119601329
586,3.56,100,0.8579136212624584
587,3.66,100,0.8677807308970099
588,3.92,100,0.8934352159468437
589,3.94,100,0.895408637873754
590,3.62,100,0.8638338870431893
591,4.08,100,0.9092225913621262
592,4.075268817204301,93,0.8592608108737141
593,3.89,100,0.8904750830564784
594,3.88,100,0.8894883720930231
595,3.6,100,0.861860465116279
596,3.54,100,0.8559401993355481
597,3.69,100,0.8707408637873754
598,3.84,100,0.8855415282392026
599,3.86,100,0.8875149501661129
600,3.39,100,0.841139534883721
601,4.09,100,0.9102093023255813
602,3.81,100,0.8825813953488372
603,4.25,100,0.9259966777408637
604,3.61,100,0.8628471760797342
605,3.55,100,0.8569269102990033
606,3.39,100,0.841139534883721
607,3.82,100,0.8835681063122922
608,4.18,100,0.9190897009966776
609,3.32,100,0.8342325581395348
610,4.36,100,0.9368504983388704
611,3.38,100,0.8401528239202657
612,4.21,100,0.9220498338870431
613,3.88,100,0.8894883720930231
614,3.72,100,0.8737009966777408
615,3.93,100,0.894421926910299
616,3.65,100,0.8667940199335548
617,3.5,100,0.8519933554817275
618,3.89,100,0.8904750830564784
619,4.09,100,0.9102093023255813
620,4.0,100,0.901328903654485
621,3.84,100,0.8855415282392026
622,3.35,100,0.8371926910299002
623,3.86,100,0.8875149501661129
624,3.49,100,0.8510066445182725
625,3.66,100,0.8677807308970099
626,4.23,100,0.9240232558139535
627,4.26,100,0.9269833887043188
628,3.74,100,0.8756744186046511
629,3.55,100,0.8569269102990033
630,3.78,100,0.8796212624584717
631,3.48,100,0.8500199335548172
632,3.82,100,0.8835681063122922
633,3.6,100,0.861860465116279
634,3.54,100,0.8559401993355481
635,3.67,100,0.8687674418604651
636,4.22,100,0.9230365448504982
637,3.73,100,0.874687707641196
638,3.33,100,0.83521926910299
639,3.69,100,0.8707408637873754
640,3.4,100,0.842126245847176
641,3.87,100,0.8885016611295681
642,3.98,100,0.8993554817275746
643,3.25,100,0.8273255813953488
644,3.98,100,0.8993554817275746
645,3.37,100,0.8391661129568107
646,3.5,100,0.8519933554817275
647,3.24,100,0.8263388704318937
648,3.67,100,0.8687674418604651
649,3.61,100,0.8628471760797342
650,3.57,100,0.8589003322259136
651,3.81,100,0.8825813953488372
652,3.52,100,0.8539667774086378
653,3.8,100,0.881594684385382
654,3.68,100,0.8697541528239202
655,3.09,100,0.8115382059800664
656,3.37,100,0.8391661129568107
657,3.56,100,0.8579136212624584
658,3.64,100,0.8658073089700996
659,3.67,100,0.8687674418604651
660,3.23,100,0.8253521594684385
661,4.28,100,0.9289568106312293
662,4.08,100,0.9092225913621262
663,4.13,100,0.9141561461794019
664,4.0,100,0.901328903654485
665,4.1,100,0.9111960132890364
666,3.73,100,0.874687707641196
667,3.82,100,0.8835681063122922
668,3.75,100,0.8766611295681063
669,4.17,100,0.9181029900332225
670,3.69,100,0.8707408637873754
671,3.98,100,0.8993554817275746
672,3.94,100,0.895408637873754
673,4.12,100,0.9131694352159467
674,3.65,100,0.8667940199335548
675,3.62,100,0.8638338870431893
676,3.49,100,0.8510066445182725
677,4.24,100,0.9250099667774085
678,4.01,100,0.9023156146179401
679,4.17,100,0.9181029900332225
680,3.67,100,0.8687674418604651
681,3.92,100,0.8934352159468437
682,3.53,100,0.854953488372093
683,3.49,100,0.8510066445182725
684,4.05,100,0.9062624584717608
685,3.38,100,0.8401528239202657
686,3.42,100,0.8440996677740863
687,3.99,100,0.9003421926910299
688,3.96,100,0.8973820598006644
689,3.71,100,0.8727142857142857
690,3.66,100,0.8677807308970099
691,4.0,100,0.901328903654485
692,3.53,100,0.854953488372093
693,3.41,100,0.8431129568106311
694,3.43,100,0.8450863787375416
695,3.96,100,0.8973820598006644
696,3.71,100,0.8727142857142857
697,3.65,100,0.8667940199335548
698,3.91,100,0.8924485049833887
699,3.65,100,0.8667940199335548
700,3.89,100,0.8904750830564784
701,3.55,100,0.8569269102990033
702,3.59,100,0.8608737541528239
703,3.64,100,0.8658073089700996
704,3.81,100,0.8825813953488372
705,3.48,100,0.8500199335548172
706,3.68,100,0.8697541528239202
707,3.76,100,0.8776478405315613
708,3.45,100,0.8470598006644519
709,4.3,100,0.9309302325581394
710,3.46,100,0.8480465116279069
711,4.02,100,0.9033023255813952
712,4.02,100,0.9033023255813952
713,4.09,100,0.9102093023255813
714,3.66,100,0.8677807308970099
715,3.56,100,0.8579136212624584
716,3.56,100,0.8579136212624584
717,4.35,100,0.9358637873754152
718,3.49,100,0.8510066445182725
719,3.6,100,0.861860465116279
720,4.03,100,0.9042890365448505
721,4.16,100,0.9171162790697674
722,3.92,100,0.8934352159468437
723,4.13,100,0.9141561461794019
724,3.42,100,0.8440996677740863
725,4.16,100,0.9171162790697674
726,4.06,100,0.9072491694352158
727,3.49,100,0.8510066445182725
728,4.04,100,0.9052757475083056
729,4.05,100,0.9062624584717608
730,3.54,100,0.8559401993355481
731,3.93,100,0.894421926910299
732,2.91,100,0.7937774086378737
733,3.77,100,0.8786345514950166
734,4.16,100,0.9171162790697674
735,4.47,100,0.947704318936877
736,3.8,100,0.881594684385382
737,3.99,100,0.9003421926910299
738,4.13,100,0.9141561461794019
739,4.17,100,0.9181029900332225
740,4.3,100,0.9309302325581394
741,3.21,100,0.8233787375415281
742,4.03,100,0.9042890365448505
743,4.18,100,0.9190897009966776
744,3.91,100,0.8924485049833887
745,3.81,100,0.8825813953488372
746,4.26,100,0.9269833887043188
747,3.99,100,0.9003421926910299
748,3.48,100,0.8500199335548172
749,3.91,100,0.8924485049833887
750,3.97,100,0.8983687707641195
751,3.98,100,0.8993554817275746
752,4.36,100,0.9368504983388704
753,3.85,100,0.8865282392026578
754,3.83,100,0.8845548172757475
755,4.15,100,0.9161295681063123
756,3.66,100,0.8677807308970099
757,4.33,100,0.9338903654485049
758,3.93,100,0.894421926910299
759,3.89,100,0.8904750830564784
760,4.24,100,0.9250099667774085
761,3.34,100,0.8362059800664451
762,4.13,100,0.9141561461794019
763,3.83,100,0.8845548172757475
764,3.62,100,0.8638338870431893
765,3.93,100,0.894421926910299
766,4.31,100,0.9319169435215946
767,4.06,100,0.9072491694352158
768,3.88,100,0.8894883720930231
769,4.36,100,0.9368504983388704
770,3.64,100,0.8658073089700996
771,3.78,100,0.8796212624584717
772,3.54,100,0.8559401993355481
773,3.77,100,0.8786345514950166
774,4.25,100,0.9259966777408637
775,4.0,100,0.901328903654485
776,3.93,100,0.894421926910299
777,3.22,100,0.8243654485049834
778,3.66,100,0.8677807308970099
779,4.11,100,0.9121827242524917
780,4.55,100,0.9555980066445182
781,3.28,100,0.8302857142857142
782,3.67,100,0.8687674418604651
783,3.41,100,0.8431129568106311
784,3.78,100,0.8796212624584717
785,3.75,100,0.8766611295681063
786,4.33,100,0.9338903654485049
787,3.88,100,0.8894883720930231
788,3.77,100,0.8786345514950166
789,4.09,100,0.9102093023255813
790,3.82,100,0.8835681063122922
791,3.68,100,0.8697541528239202
792,4.24,100,0.9250099667774085
793,4.03,100,0.9042890365448505
794,3.9,100,0.8914617940199335
795,3.85,100,0.8865282392026578
796,3.95,100,0.8963953488372093
797,3.9,100,0.8914617940199335
798,4.14,100,0.915142857142857
799,4.02,100,0.9033023255813952
800,3.86,100,0.8875149501661129
801,3.75,100,0.8766611295681063
802,3.41,100,0.8431129568106311
803,4.05,100,0.9062624584717608
804,3.74,100,0.8756744186046511
805,3.46,100,0.8480465116279069
806,4.09,100,0.9102093023255813
807,3.23,100,0.8253521594684385
808,4.05,100,0.9062624584717608
809,3.96,100,0.8973820598006644
810,4.33,100,0.9338903654485049
811,3.74,100,0.8756744186046511
812,3.79,100,0.8806079734219269
813,3.38,100,0.8401528239202657
814,3.61,100,0.8628471760797342
815,3.95,100,0.8963953488372093
816,3.59,100,0.8608737541528239
817,4.22,100,0.9230365448504982
818,3.32,100,0.8342325581395348
819,3.81,100,0.8825813953488372
820,3.81,100,0.8825813953488372
821,3.5,100,0.8519933554817275
822,3.68,100,0.8697541528239202
823,3.53,100,0.854953488372093
824,3.58,100,0.8598870431893687
825,3.66,100,0.8677807308970099
